trade_date,avg_price_change,median_price_change,price_volatility,stocks_traded,avg_intraday_volatility,median_volatility,max_volatility,total_volume,total_turnover,unique_stocks,advance_decline_ratio,advancing_stocks,declining_stocks,unchanged_stocks,moon_sign,moon_degree,element,quality,ruling_planet,predicted_volatility,risk_level,market_tendency,sign_numeric,element_numeric,quality_numeric
2025-06-09,-0.3568,-0.3991,0.8631,8,1.2718,1.1725,2.2799,47471045,71476786000.0,8,0.375,3,5,0,Scorpio,22.57,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-06-10,-0.3768,-0.5811,0.7029,8,1.3813,1.2949,1.8939,55537764,92610137000.0,8,0.25,2,6,0,Sagittarius,5.25,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-06-11,0.2959,0.0893,1.0192,8,1.3476,1.0826,2.7986,51696024,87110692000.0,8,0.625,5,3,0,Sagittarius,18.58,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-06-12,-1.005,-0.9523,0.6345,8,1.9147,1.702,3.338,62629904,103847501000.0,8,0.5,0,8,0,Capricorn,2.33,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-06-13,1.1092,1.145,0.8262,8,1.7513,1.5598,3.1446,50507630,79406376000.0,8,0.875,7,1,0,Capricorn,16.19,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-06-16,0.9672,0.9031,0.5568,8,1.6847,1.4776,2.5703,44821851,73543475000.0,8,0.5,7,0,1,Aquarius,25.84,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-06-17,-0.245,-0.2367,0.7755,8,1.2287,1.1035,1.9621,50805402,82722024000.0,8,0.375,3,5,0,Pisces,8.2,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-06-18,-0.0329,-0.0344,0.9571,8,1.4681,1.4475,2.6967,42499329,72122258000.0,8,0.5,4,4,0,Pisces,20.36,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-06-19,-0.1023,0.1481,0.5029,8,1.0916,1.0988,1.4577,53233215,84520506000.0,8,0.625,5,3,0,Aries,2.61,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-06-20,1.4111,1.2239,0.9661,8,2.0286,1.666,3.9894,99594558,165107193000.0,8,0.5,8,0,0,Aries,15.26,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-06-23,-0.3173,0.0127,0.7335,8,1.3285,1.3175,2.3429,38804011,67975210000.0,8,0.5714285714285714,4,3,1,Taurus,28.65,Earth,Fixed,Venus,0.7,Low,Steady Accumulation,10,1,1
2025-06-24,-0.7693,-0.8874,0.4166,8,1.7822,1.7437,2.392,71381920,118913659000.0,8,0.5,0,8,0,Gemini,15.17,Air,Mutable,Mercury,1.2,Medium-High,Quick Reversals,4,0,2
2025-06-25,0.5763,0.4948,0.701,8,1.2333,0.9598,2.1887,45913788,76985858000.0,8,0.875,7,1,0,Cancer,2.06,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-06-26,0.9886,1.0474,1.0255,8,1.7621,1.6504,2.6447,99412651,160048319000.0,8,0.75,6,2,0,Cancer,18.53,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-06-27,0.3734,0.2409,0.7704,8,1.4834,1.5932,2.0085,86949788,137149533000.0,8,0.75,6,2,0,Leo,3.96,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-06-30,-0.2479,-0.4567,0.849,8,1.3901,1.3175,1.9025,56080939,83531795000.0,8,0.25,2,6,0,Virgo,12.77,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
2025-07-01,0.1075,-0.0239,0.8614,8,1.3252,1.2174,2.0858,48158735,77142678000.0,8,0.5,4,4,0,Virgo,23.91,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
2025-07-02,-0.9977,-0.8074,0.7117,8,1.9906,1.9937,2.8183,55421297,95740377000.0,8,0.5,0,8,0,Libra,4.66,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-07-03,-0.5452,-0.523,0.3655,8,1.2706,1.2154,1.5672,51490931,87080037000.0,8,0.125,1,7,0,Libra,15.32,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-07-04,0.3469,0.2814,0.5033,8,1.2799,1.1941,1.9138,28316824,46500450000.0,8,0.875,7,1,0,Libra,26.15,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-07-07,-0.0554,-0.1418,0.6303,8,0.9704,0.9442,1.297,32383715,55460216000.0,8,0.25,2,6,0,Sagittarius,1.77,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-07-08,0.5315,0.6226,0.4006,8,1.1733,1.0312,1.5172,38089490,66857653000.0,8,0.5,8,0,0,Sagittarius,14.99,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-07-09,-0.4496,-0.5006,0.4732,8,1.2584,0.9514,2.6615,39290209,67402100000.0,8,0.25,2,6,0,Sagittarius,28.74,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-07-10,-0.8075,-0.4464,1.0669,8,1.4096,1.154,3.2683,53661331,87297314000.0,8,0.125,1,7,0,Capricorn,12.7,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-07-11,-0.4652,-0.839,0.7642,8,1.692,1.5315,2.7927,60424871,112057605000.0,8,0.25,2,6,0,Capricorn,26.56,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-07-14,-0.5564,-0.3515,0.6708,8,1.4015,1.4131,2.2045,49366720,84106158000.0,8,0.14285714285714285,1,6,1,Pisces,5.48,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-07-15,0.6216,0.6773,0.7245,8,1.3971,1.2057,2.5302,46674669,76836255000.0,8,0.75,6,2,0,Pisces,17.64,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-07-16,0.4206,0.1085,1.0492,8,1.3262,1.2184,2.3162,55757748,85925670000.0,8,0.625,5,3,0,Pisces,29.74,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-07-17,-0.7652,-0.7964,0.3328,8,1.2921,1.1392,1.9263,77916488,118598686000.0,8,0.5,0,8,0,Aries,12.07,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-07-18,-0.6632,-0.7149,0.651,8,1.4233,1.3503,2.2145,60103223,94068338000.0,8,0.125,1,7,0,Aries,24.94,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-07-21,0.1335,0.5161,1.2823,8,1.7825,1.4351,3.6109,70475297,114986966000.0,8,0.75,6,2,0,Gemini,9.15,Air,Mutable,Mercury,1.2,Medium-High,Quick Reversals,4,0,2
2025-07-22,-0.4603,-0.2119,0.657,8,1.2386,1.4057,1.6979,63367895,104422409000.0,8,0.14285714285714285,1,6,1,Gemini,25.53,Air,Mutable,Mercury,1.2,Medium-High,Quick Reversals,4,0,2
2025-07-23,0.4929,0.5008,0.4855,8,1.4389,1.253,2.6581,58961062,89010203000.0,8,0.75,6,2,0,Cancer,11.92,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-07-24,-0.7506,-0.5323,0.5377,8,1.4316,1.408,2.1392,63451780,101418198000.0,8,0.5,0,8,0,Cancer,27.65,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-07-25,-0.7764,-0.6486,0.6517,8,1.4359,1.3194,2.4751,50594341,80984110000.0,8,0.125,1,7,0,Leo,12.28,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-07-28,-0.4499,-0.2839,0.9096,8,1.6152,1.5761,2.4308,44665240,74957254000.0,8,0.375,3,5,0,Virgo,19.67,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
2025-07-29,1.0729,0.7554,1.0486,8,1.7108,1.4524,2.8613,55152566,92640675000.0,8,0.875,7,1,0,Libra,0.74,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-07-30,0.0198,-0.0904,0.5394,8,1.1544,0.8927,2.6311,53173729,102403008000.0,8,0.25,2,6,0,Libra,11.6,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-07-31,0.1841,0.165,0.2835,8,1.5449,1.4712,2.075,68344972,108956729000.0,8,0.75,6,2,0,Libra,22.51,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-08-01,-0.7259,-0.7411,0.7608,8,1.4842,1.386,2.2224,53020326,77906171000.0,8,0.125,1,7,0,Scorpio,3.72,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-08-04,0.646,1.087,1.105,8,1.8415,1.7062,2.9178,43477468,68759551000.0,8,0.75,6,2,0,Sagittarius,10.83,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-08-05,-0.3038,-0.3948,0.7764,8,1.3633,1.3859,1.623,61953305,98979973000.0,8,0.375,3,5,0,Sagittarius,24.44,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-08-06,-0.158,0.0246,0.6625,8,1.3451,1.3345,2.2383,46535809,73006952000.0,8,0.5,4,4,0,Capricorn,8.4,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-08-07,0.4297,0.494,0.4654,8,1.5169,1.3644,1.9961,48956645,77533257000.0,8,0.75,6,2,0,Capricorn,22.38,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-08-08,-0.7005,-0.6779,0.4981,8,1.5936,1.4291,2.3249,144813251,249287843000.0,8,0.5,0,8,0,Aquarius,6.09,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-08-11,0.8434,0.8032,0.7367,8,1.5111,1.3134,2.1302,53877719,79054296000.0,8,0.875,7,1,0,Pisces,14.57,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-08-12,-0.3821,-0.3347,0.383,8,1.3907,1.4156,2.2854,52796770,86262316000.0,8,0.125,1,7,0,Pisces,26.83,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-08-13,-0.0762,-0.0797,0.4273,8,0.8837,0.9081,1.2487,48093323,78486863000.0,8,0.375,3,5,0,Aries,9.2,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-08-14,0.3235,0.2981,0.7517,8,1.4266,1.2334,3.0711,52520206,86674324000.0,8,0.625,5,3,0,Aries,21.96,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-08-18,-0.9808,-1.0304,0.6663,8,1.7661,1.5397,2.3964,53771172,90704698000.0,8,0.5,0,8,0,Gemini,20.79,Air,Mutable,Mercury,1.2,Medium-High,Quick Reversals,4,0,2
2025-08-19,0.3329,0.3569,0.8982,8,1.1627,1.0682,2.295,46043260,76082776000.0,8,0.75,6,2,0,Cancer,6.81,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-08-20,0.7107,0.0151,1.6839,8,1.5897,1.0793,4.0466,47665635,83221346000.0,8,0.5714285714285714,4,3,1,Cancer,22.4,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-08-21,-0.198,-0.1647,0.4794,8,1.1066,0.9619,1.6671,42679591,73045560000.0,8,0.25,2,6,0,Leo,7.12,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-08-22,-0.7117,-0.7341,0.3889,8,1.3953,1.3521,1.9549,38960028,64792693000.0,8,0.5,0,8,0,Leo,20.77,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-08-25,0.2895,-0.1354,0.8961,8,1.3127,1.0081,2.4261,44724436,75373185000.0,8,0.375,3,5,0,Virgo,26.56,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
2025-08-26,-0.636,-0.8252,0.8943,8,1.5096,1.4411,2.017,74069876,111024217000.0,8,0.25,2,6,0,Libra,7.58,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-08-28,-0.7686,-0.6443,0.7738,8,1.5309,1.5304,2.0659,75238047,101537045000.0,8,0.125,1,7,0,Libra,29.79,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-08-29,-0.2732,-0.0134,1.1109,8,1.7842,1.4288,3.8737,65421563,90728675000.0,8,0.5,4,4,0,Scorpio,11.42,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-09-01,0.5064,0.4907,0.567,8,1.2652,1.2329,1.8419,52266297,66970039000.0,8,0.75,6,2,0,Sagittarius,19.83,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-09-02,-0.4283,-0.4803,0.668,8,1.6479,1.6775,2.2143,51009850,70893782000.0,8,0.125,1,7,0,Capricorn,3.62,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-09-03,0.0186,0.2005,0.8877,8,1.4271,1.2844,1.9267,49547147,67388512000.0,8,0.625,5,3,0,Capricorn,17.54,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-09-04,-0.7051,-0.7439,0.4572,8,1.1966,1.153,1.6105,59767089,81518681000.0,8,0.125,1,7,0,Aquarius,1.31,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-09-05,-0.5854,-0.5925,0.9077,8,1.8,1.6784,2.7007,40915099,56886611000.0,8,0.25,2,6,0,Aquarius,14.74,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-09-08,-0.5277,-0.4261,0.5418,8,1.2586,1.1481,2.0469,39218502,54902788000.0,8,0.25,2,6,0,Pisces,22.92,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-09-09,0.0773,0.0304,0.7785,8,1.1479,0.9551,2.343,56379792,80773675000.0,8,0.5,4,4,0,Aries,5.49,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-09-10,0.1675,-0.3428,1.0189,8,1.3753,1.2041,2.2674,54683485,73055038000.0,8,0.375,3,5,0,Aries,18.39,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-09-11,0.2533,0.394,0.7808,8,1.0506,0.9071,1.7994,58659953,80837724000.0,8,0.625,5,3,0,Taurus,1.9,Earth,Fixed,Venus,0.7,Low,Steady Accumulation,10,1,1
2025-09-12,-0.0221,-0.1674,0.76,8,1.1233,1.1789,1.4183,53258770,73766824000.0,8,0.375,3,5,0,Taurus,16.21,Earth,Fixed,Venus,0.7,Low,Steady Accumulation,10,1,1
2025-09-15,-0.1886,-0.0783,0.5118,8,0.9711,0.8447,1.7239,42211492,58748420000.0,8,0.5,4,4,0,Cancer,2.93,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-09-16,0.7979,0.5768,0.6838,8,1.2546,1.0777,2.2448,64881624,92416397000.0,8,0.5,8,0,0,Cancer,18.42,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-09-17,0.6067,0.3651,0.8898,8,1.2217,0.9721,3.2542,62668191,81807383000.0,8,0.875,7,1,0,Leo,3.1,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-09-18,-0.2932,-0.3204,0.3296,8,1.1049,1.0991,1.5068,63971669,88331725000.0,8,0.125,1,7,0,Leo,16.76,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-09-19,0.0179,-0.1914,0.9461,8,1.5142,1.3773,2.5386,104773357,146883774000.0,8,0.25,2,6,0,Leo,29.45,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-09-22,-0.3312,-0.428,0.7742,8,1.4287,1.4851,2.2054,58653039,85947462000.0,8,0.375,3,5,0,Libra,3.75,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-09-23,0.0972,0.0755,0.8531,8,1.426,1.3109,2.6972,80843045,107527380000.0,8,0.5,4,4,0,Libra,14.75,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-09-24,-0.1182,-0.1434,0.534,8,1.2587,1.0824,1.9712,57161642,76057669000.0,8,0.375,3,5,0,Libra,25.94,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-09-25,-0.6047,-0.4526,0.7418,8,1.5195,1.3039,2.6009,96715296,132991079000.0,8,0.125,1,7,0,Scorpio,7.5,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-09-26,-0.3693,-0.5999,1.1159,8,1.8513,1.5076,3.6545,71696891,110835032000.0,8,0.25,2,6,0,Scorpio,19.57,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-09-29,-0.5184,-0.7641,0.9953,8,1.6605,1.5989,2.0395,111130443,141382333000.0,8,0.25,2,6,0,Sagittarius,29.03,Fire,Mutable,Jupiter,1.0,Medium,Expansive Growth,8,2,2
2025-09-30,-0.5729,-0.7561,0.4631,8,1.2114,1.094,1.7089,93331525,120088686000.0,8,0.125,1,7,0,Capricorn,12.78,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-10-01,0.4201,0.218,0.8564,8,1.7834,1.78,2.4772,85065779,111533024000.0,8,0.625,5,3,0,Capricorn,26.43,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-10-03,0.5693,0.3883,1.0604,8,1.4522,1.1018,2.8198,77248288,103238294000.0,8,0.75,6,2,0,Aquarius,22.78,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-10-06,0.9283,0.6259,1.1118,8,1.7516,1.5123,3.377,64207986,85616021000.0,8,0.875,7,1,0,Aries,0.57,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-10-07,0.0451,0.0756,1.0623,8,1.6909,1.6188,2.4211,78169088,105486206000.0,8,0.5,4,4,0,Aries,13.51,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-10-08,0.3746,0.1356,1.3078,8,1.7379,1.5149,2.9513,54882855,78955321000.0,8,0.5,4,4,0,Aries,27.07,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-10-09,0.4019,0.3719,0.375,8,1.197,0.9505,1.7976,55140702,78968826000.0,8,0.875,7,1,0,Taurus,11.47,Earth,Fixed,Venus,0.7,Low,Steady Accumulation,10,1,1
2025-10-10,0.4533,0.3038,0.804,8,1.3365,1.0543,2.6041,57714972,86532504000.0,8,0.875,7,1,0,Taurus,26.75,Earth,Fixed,Venus,0.7,Low,Steady Accumulation,10,1,1
2025-10-13,0.0924,0.0696,0.5041,8,1.1522,1.132,1.5429,60670984,80529985000.0,8,0.5,4,4,0,Cancer,14.67,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-10-14,-0.6142,-0.6461,0.7616,8,1.5057,1.3756,2.3734,66026411,90142954000.0,8,0.125,1,7,0,Cancer,29.58,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-10-15,0.4438,0.4553,0.9256,8,1.3199,1.1873,2.6581,68742559,97298621000.0,8,0.625,5,3,0,Leo,13.41,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-10-16,0.6045,0.5411,0.706,8,1.3242,1.3304,1.8544,73219416,102219990000.0,8,0.75,6,2,0,Leo,26.19,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-10-17,0.5152,0.5256,1.0694,8,1.8079,1.7022,3.2428,99510367,140682395000.0,8,0.625,5,3,0,Virgo,8.11,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
2025-10-20,0.4175,0.7958,1.701,8,2.1386,2.074,3.8696,102531567,142870409000.0,8,0.875,7,1,0,Libra,11.33,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-10-21,-0.2381,-0.1857,0.295,8,0.8109,0.8994,1.1811,13247430,17824899000.0,8,0.125,1,7,0,Libra,22.41,Air,Cardinal,Venus,0.8,Low,Balanced Trading,6,0,0
2025-10-23,-0.5317,-0.379,1.395,8,2.1652,2.0853,3.0719,134270615,189928477000.0,8,0.375,3,5,0,Scorpio,15.82,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-10-24,-0.3156,-0.5832,0.8815,8,1.3502,1.2982,2.0425,59012105,83620397000.0,8,0.375,3,5,0,Scorpio,28.37,Water,Fixed,Mars,1.5,Very High,Deep Transformations,9,3,1
2025-10-27,0.8139,0.6236,1.0011,8,1.6169,1.2143,3.1527,66539302,94079696000.0,8,0.75,6,2,0,Capricorn,8.63,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-10-28,0.1313,0.111,0.6446,8,1.4475,1.4523,1.9577,125045153,173645333000.0,8,0.625,5,3,0,Capricorn,22.18,Earth,Cardinal,Saturn,0.6,Very Low,Disciplined Climb,3,1,0
2025-10-29,0.3829,0.5257,0.552,8,1.397,1.3096,2.4248,71184581,101488928000.0,8,0.75,6,2,0,Aquarius,5.41,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-10-30,-0.3517,-0.3188,0.3717,8,1.2898,1.2644,2.1859,68682446,102722490000.0,8,0.14285714285714285,1,6,1,Aquarius,18.24,Air,Fixed,Saturn,1.1,Medium,Innovation Spurts,0,0,1
2025-10-31,-0.0834,-0.1707,0.6171,8,1.4641,1.3859,2.3441,73660238,100675248000.0,8,0.375,3,5,0,Pisces,0.71,Water,Mutable,Jupiter,1.2,Medium-High,Intuitive Flows,7,3,2
2025-11-03,0.1525,0.328,0.8755,8,1.3669,1.3679,1.6937,59674628,80581762000.0,8,0.625,5,3,0,Aries,7.91,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-11-04,-0.4536,-0.5762,0.7135,8,1.5494,1.5266,1.8717,90066060,128010824000.0,8,0.25,2,6,0,Aries,21.15,Fire,Cardinal,Mars,1.4,High,Aggressive Bull Runs,1,2,0
2025-11-06,-0.3899,-0.7633,0.8919,8,1.7809,1.7248,2.6844,108144978,147551244000.0,8,0.375,3,5,0,Taurus,20.48,Earth,Fixed,Venus,0.7,Low,Steady Accumulation,10,1,1
2025-11-07,-0.1821,-0.0816,1.1707,8,1.8034,1.7702,2.5586,126483224,216438001000.0,8,0.5,4,4,0,Gemini,6.6,Air,Mutable,Mercury,1.2,Medium-High,Quick Reversals,4,0,2
2025-11-10,0.6701,0.6874,0.6533,8,1.4912,1.6002,2.0133,59141157,84831686000.0,8,0.875,7,1,0,Cancer,25.24,Water,Cardinal,Moon,1.3,High,Emotional Extremes,2,3,0
2025-11-11,0.4281,0.5046,0.4681,8,1.4177,1.3524,1.9553,67383081,106849046000.0,8,0.75,6,2,0,Leo,9.65,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-11-12,0.2527,0.1872,1.0613,8,1.3747,1.17,2.5915,70589165,109277392000.0,8,0.5,4,4,0,Leo,22.84,Fire,Fixed,Sun,1.1,Medium,Strong Leadership,5,2,1
2025-11-13,0.1211,-0.1484,1.0179,8,1.4775,1.2693,2.4604,77702310,114275484000.0,8,0.375,3,5,0,Virgo,5.02,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
2025-11-14,0.4659,0.5149,0.8658,8,1.4788,1.277,2.7105,69977121,98955671000.0,8,0.75,6,2,0,Virgo,16.44,Earth,Mutable,Mercury,0.9,Low-Medium,Analytical Corrections,11,1,2
